timestamp,phase_time,phase,ch1,ch2,ch3,ch4,ch5,ch6
1756458839.4261205,0.001115560531616211,baseline,81253.5,29683.74,67676.97,83920.42,48570.52,60578.5
1756458839.4320536,0.007048606872558594,baseline,81428.12,29891.61,67850.24,84078.14,48870.12,59989.49
1756458839.436588,0.011583089828491211,baseline,81447.43,30042.62,68054.35,84074.65,49007.18,59474.77
1756458839.440042,0.015037059783935547,baseline,81310.9,29867.47,67905.22,83947.25,48749.42,60010.68
1756458839.4445918,0.019586801528930664,baseline,81249.75,29674.62,67684.48,83918.28,48568.1,60608.81
1756458839.4480095,0.023004531860351562,baseline,81291.32,29685.35,67658.46,83960.93,48611.29,60637.51
1756458839.4525042,0.02749919891357422,baseline,81435.63,29896.44,67851.31,84088.6,48880.85,59987.34
1756458839.455917,0.030911922454833984,baseline,81462.18,30060.05,68053.82,84096.38,49031.05,59459.21
1756458839.4603963,0.03539133071899414,baseline,81328.07,29890.81,67904.42,83971.65,48775.71,59992.44
1756458839.464869,0.03986406326293945,baseline,81273.35,29706.0,67689.3,83942.15,48592.51,60583.86
1756458839.4682794,0.0432744026184082,baseline,81313.32,29715.93,67668.38,83984.26,48633.55,60609.34
1756458839.4727564,0.047751426696777344,baseline,81443.4,29911.73,67870.35,84095.3,48889.16,59980.9
1756458839.4761677,0.0511627197265625,baseline,81452.26,30051.74,68070.98,84079.48,49006.11,59491.94
1756458839.4806507,0.05564570426940918,baseline,81309.29,29865.06,67907.37,83947.25,48738.69,60038.3
1756458839.4840698,0.05906486511230469,baseline,81252.97,29677.04,67680.99,83918.01,48560.32,60619.8
1756458839.4885428,0.0635378360748291,baseline,81291.59,29687.5,67656.85,83957.44,48604.04,60638.31
1756458839.49195,0.06694507598876953,baseline,81424.09,29887.05,67857.48,84071.43,48859.93,60002.09
1756458839.496423,0.07141804695129395,baseline,81439.65,30031.62,68049.79,84065.26,48989.48,59502.13
1756458839.5009215,0.07591652870178223,baseline,81305.54,29858.62,67892.88,83944.83,48737.35,60049.57
1756458839.504331,0.07932615280151367,baseline,81250.02,29674.08,67671.33,83920.16,48564.35,60625.97
1756458839.5087996,0.08379459381103516,baseline,81289.18,29686.15,67652.29,83959.32,48609.14,60642.34
1756458839.512216,0.08721113204956055,baseline,81428.65,29893.76,67862.84,84075.46,48868.24,60008.8
1756458839.516706,0.09170103073120117,baseline,81443.67,30042.35,68064.54,84064.73,48987.33,59539.95
1756458839.520117,0.09511208534240723,baseline,81302.05,29857.28,67903.08,83934.91,48718.57,60113.94
