timestamp,phase_time,phase,ch1,ch2,ch3,ch4,ch5,ch6
1756459040.125285,0.0012257099151611328,baseline,90885.05,37910.61,81286.76,96440.71,59818.36,71895.54
1756459040.1288009,0.004741668701171875,baseline,90718.48,37740.56,81107.06,96337.98,59630.34,72278.03
1756459040.1323767,0.00831747055053711,baseline,90661.89,37633.54,80908.3,96331.54,59541.29,72687.87
1756459040.1369052,0.012845993041992188,baseline,90722.24,37676.46,80914.47,96367.22,59589.03,72717.1
1756459040.140334,0.016274690628051758,baseline,90877.54,37838.19,81127.44,96459.48,59766.06,72272.93
1756459040.144826,0.020766735076904297,baseline,90883.71,37904.71,81288.1,96430.25,59807.36,71963.94
1756459040.1482537,0.02419447898864746,baseline,90716.07,37731.71,81101.15,96332.35,59626.31,72348.3
1756459040.1527593,0.02870011329650879,baseline,90660.28,37624.15,80904.55,96329.13,59546.38,72746.34
1756459040.1562035,0.03214430809020996,baseline,90717.41,37664.65,80924.93,96355.15,59586.62,72790.87
1756459040.1606982,0.03663897514343262,baseline,90877.54,37831.22,81141.12,96447.95,59760.43,72349.37
1756459040.1641264,0.040067195892333984,baseline,90875.39,37887.28,81294.0,96408.25,59790.2,72059.16
1756459040.1686213,0.04456210136413574,baseline,90696.76,37702.74,81104.37,96300.16,59598.96,72464.17
1756459040.1720498,0.04799056053161621,baseline,90624.87,37576.68,80908.57,96288.9,59510.44,72882.33
1756459040.176554,0.05249476432800293,baseline,90691.66,37627.1,80917.96,96326.45,59556.58,72908.61
1756459040.1799693,0.05591011047363281,baseline,90863.86,37809.76,81131.19,96425.15,59737.09,72454.25
1756459040.1845057,0.06044650077819824,baseline,90858.49,37863.41,81277.11,96392.16,59773.3,72164.57
1756459040.1879585,0.06389927864074707,baseline,90688.44,37693.62,81079.96,96298.28,59594.4,72562.07
1756459040.192464,0.0684049129486084,baseline,90633.73,37591.97,80890.87,96296.14,59517.15,72968.7
1756459040.1969407,0.07288146018981934,baseline,90695.42,37632.74,80902.94,96331.54,59564.62,72983.72
1756459040.2003605,0.07630133628845215,baseline,90860.91,37806.81,81122.08,96426.22,59743.26,72528.01
1756459040.2048323,0.08077311515808105,baseline,90857.69,37861.53,81265.04,96391.62,59773.84,72251.47
1756459040.2082598,0.08420062065124512,baseline,90688.98,37690.14,81059.58,96302.84,59601.1,72643.08
1756459040.212734,0.08867478370666504,baseline,90636.68,37595.45,80873.43,96300.16,59524.12,73041.38
1756459040.2161465,0.0920872688293457,baseline,90705.07,37645.34,80899.18,96336.37,59572.13,73062.31
1756459040.2206192,0.09656000137329102,baseline,90872.17,37819.15,81124.76,96432.13,59749.7,72605.52
1756459040.2240381,0.09997892379760742,baseline,90863.05,37865.82,81266.38,96392.16,59773.84,72338.11
1756459040.2286067,0.10454750061035156,baseline,90692.73,37690.14,81056.63,96301.23,59593.59,72730.52
1756459040.2320166,0.10795736312866211,baseline,90636.14,37586.87,80863.51,96303.38,59527.61,73106.56
1756459040.2364902,0.11243104934692383,baseline,90709.9,37646.68,80893.01,96341.73,59582.06,73107.9
1756459040.240966,0.11690688133239746,baseline,90881.03,37829.61,81123.95,96441.51,59760.69,72640.13
1756459040.244373,0.12031388282775879,baseline,90871.91,37879.23,81261.28,96401.82,59781.35,72379.15
1756459040.2488482,0.12478899955749512,baseline,90701.32,37700.06,81056.9,96309.55,59602.98,72788.72
1756459040.252261,0.12820172309875488,baseline,90651.96,37601.62,80869.14,96314.91,59535.12,73162.89
1756459040.2567334,0.1326742172241211,baseline,90722.77,37654.73,80898.92,96350.85,59587.69,73157.79
1756459040.2601461,0.13608694076538086,baseline,90892.29,37835.24,81132.27,96445.27,59764.45,72688.14
1756459040.2646224,0.1405632495880127,baseline,90865.47,37867.16,81272.28,96390.82,59774.64,72456.93
1756459040.2680302,0.14397096633911133,baseline,90693.27,37684.23,81062.26,96294.53,59585.81,72879.91
1756459040.2725053,0.14844608306884766,baseline,90633.99,37580.16,80878.8,96286.21,59509.64,73267.49
1756459040.27698,0.15292072296142578,baseline,90702.12,37628.98,80914.47,96317.6,59553.89,73277.42
1756459040.2803903,0.15633106231689453,baseline,90872.71,37807.62,81146.48,96413.62,59731.46,72812.59
1756459040.2848668,0.16080760955810547,baseline,90844.55,37836.85,81271.74,96365.07,59741.65,72587.55
1756459040.2882767,0.16421747207641602,baseline,90677.45,37660.9,81056.9,96274.41,59558.72,73017.24
1756459040.292752,0.16869282722473145,baseline,90632.65,37570.78,80869.68,96278.7,59495.15,73394.36
1756459040.29616,0.17210078239440918,baseline,90705.88,37631.13,80903.21,96317.6,59552.82,73386.32
1756459040.3006356,0.1765763759613037,baseline,90874.32,37811.91,81132.8,96416.84,59738.7,72913.17
1756459040.30511,0.18105077743530273,baseline,90843.21,37839.0,81247.6,96368.29,59748.36,72686.8
1756459040.3085194,0.18446016311645508,baseline,90677.71,37662.51,81033.56,96275.48,59561.14,73125.34
1756459040.3130035,0.18894433975219727,baseline,90638.29,37575.34,80851.98,96287.55,59504.01,73494.68
1756459040.3164144,0.19235515594482422,baseline,90719.02,37641.05,80882.29,96336.91,59571.33,73462.22
1756459040.3208852,0.19682598114013672,baseline,90886.39,37826.93,81117.25,96432.93,59758.01,72974.6
1756459040.324319,0.20025968551635742,baseline,90842.13,37843.56,81238.22,96369.9,59754.26,72769.94
1756459040.3288374,0.20477819442749023,baseline,90676.64,37658.22,81023.1,96278.7,59565.96,73207.68
1756459040.3322537,0.20819449424743652,baseline,90642.04,37579.9,80845.54,96289.43,59505.62,73568.97
1756459040.336728,0.21266889572143555,baseline,90716.61,37639.71,80882.02,96330.2,59568.11,73532.5
1756459040.3401425,0.21608328819274902,baseline,90882.63,37822.9,81115.1,96428.91,59757.21,73031.46
1756459040.3446193,0.22056007385253906,baseline,90846.42,37847.58,81222.39,96378.75,59758.82,72814.2
1756459040.3490877,0.22502851486206055,baseline,90684.15,37671.09,81003.52,96292.11,59574.01,73246.57
1756459040.3524992,0.2284400463104248,baseline,90643.65,37584.19,80829.18,96295.06,59509.91,73606.53
1756459040.356981,0.23292183876037598,baseline,90721.17,37644.27,80873.43,96337.18,59575.08,73570.58
1756459040.3604004,0.23634123802185059,baseline,90896.58,37839.53,81105.71,96445.0,59769.81,73060.96
1756459040.3648808,0.24082159996032715,baseline,90857.96,37863.67,81201.74,96398.6,59776.52,72839.95
1756459040.3682985,0.24423933029174805,baseline,90697.83,37689.06,80983.94,96311.43,59595.2,73276.88
1756459040.3727813,0.24872207641601562,baseline,90656.26,37599.21,80819.79,96313.04,59533.24,73640.59
1756459040.3761973,0.2521381378173828,baseline,90734.04,37664.39,80868.61,96355.15,59596.81,73601.43
1756459040.3806753,0.25661611557006836,baseline,90895.78,37848.65,81105.71,96447.15,59777.59,73097.17
1756459040.3851595,0.26110029220581055,baseline,90847.5,37860.99,81204.69,96386.8,59763.91,72904.59
1756459040.3885808,0.26452159881591797,baseline,90684.42,37674.58,80993.6,96290.24,59572.67,73371.56
1756459040.3930655,0.26900625228881836,baseline,90642.58,37580.43,80828.91,96284.34,59501.59,73744.93
1756459040.3965397,0.27248048782348633,baseline,90720.9,37645.07,80873.7,96332.35,59568.65,73697.18
1756459040.4010227,0.276963472366333,baseline,90882.1,37830.95,81111.08,96430.52,59758.28,73191.05
1756459040.4044366,0.2803773880004883,baseline,90825.77,37835.51,81202.81,96365.87,59738.7,73011.88
1756459040.4089167,0.28485751152038574,baseline,90671.01,37657.95,80979.92,96281.92,59556.31,73468.66
1756459040.412342,0.2882828712463379,baseline,90638.55,37580.43,80819.79,96282.46,59494.62,73830.76
1756459040.4168231,0.29276394844055176,baseline,90712.85,37638.37,80876.12,96319.47,59556.04,73789.18
1756459040.4202437,0.2961845397949219,baseline,90876.2,37823.71,81115.1,96420.59,59748.36,73269.64
1756459040.4247282,0.30066895484924316,baseline,90819.07,37828.81,81198.25,96357.83,59733.6,73084.3
1756459040.4292552,0.30519604682922363,baseline,90664.84,37656.61,80979.65,96270.12,59547.99,73548.32
1756459040.432675,0.30861568450927734,baseline,90629.43,37575.87,80819.79,96268.78,59482.55,73911.76
1756459040.4371536,0.3130943775177002,baseline,90715.26,37642.66,80871.56,96320.28,59553.63,73855.7
1756459040.440591,0.3165318965911865,baseline,90883.98,37829.61,81106.25,96433.47,59758.82,73310.41
1756459040.4450727,0.3210134506225586,baseline,90824.43,37836.58,81190.74,96372.04,59745.14,73126.68
1756459040.4484866,0.32442736625671387,baseline,90680.4,37677.8,80973.21,96291.31,59564.62,73591.77
1756459040.4529572,0.32889795303344727,baseline,90640.16,37590.09,80818.99,96281.39,59498.11,73957.09
1756459040.4563797,0.3323204517364502,baseline,90730.02,37660.9,80879.34,96333.69,59569.45,73896.2
1756459040.46086,0.33680081367492676,baseline,90899.26,37852.14,81125.83,96444.46,59773.3,73355.2
1756459040.4642763,0.34021711349487305,baseline,90828.45,37846.24,81195.3,96380.36,59755.33,73168.79
1756459040.4687567,0.3446974754333496,baseline,90670.74,37674.04,80970.8,96287.55,59566.23,73640.86
1756459040.4732478,0.34918856620788574,baseline,90625.95,37578.02,80820.06,96258.85,59482.01,74017.44
1756459040.4766665,0.35260725021362305,baseline,90716.07,37644.54,80882.55,96307.94,59547.99,73960.58
1756459040.4811428,0.3570835590362549,baseline,90892.29,37842.75,81108.93,96439.37,59766.86,73379.88
1756459040.484554,0.36049485206604004,baseline,90819.87,37843.56,81173.31,96374.46,59753.18,73193.73
1756459040.4890509,0.3649916648864746,baseline,90666.18,37675.65,80956.05,96277.36,59559.26,73675.19
1756459040.4924726,0.36841344833374023,baseline,90632.92,37589.55,80813.89,96257.25,59479.6,74050.7
1756459040.4969513,0.3728921413421631,baseline,90724.92,37655.0,80883.09,96310.08,59551.21,73989.54
1756459040.5003622,0.37630295753479004,baseline,90883.44,37831.76,81121.81,96424.35,59759.89,73433.25
1756459040.5048566,0.3807973861694336,baseline,90808.61,37827.46,81174.38,96361.32,59738.43,73252.47
1756459040.5093453,0.3852860927581787,baseline,90665.64,37673.24,80947.46,96280.58,59556.58,73723.47
1756459040.5127618,0.3887026309967041,baseline,90636.94,37596.26,80810.67,96257.25,59478.26,74098.44
1756459040.5172393,0.39318013191223145,baseline,90717.95,37645.88,80879.07,96302.31,59547.73,74036.22
1756459040.5206566,0.39659738540649414,baseline,90871.91,37815.39,81113.22,96413.08,59752.65,73474.56
1756459040.5251546,0.4010953903198242,baseline,90793.32,37808.96,81162.58,96348.71,59726.63,73305.85
1756459040.5285933,0.40453410148620605,baseline,90652.23,37656.34,80939.15,96262.88,59536.46,73788.65
1756459040.5330691,0.4090099334716797,baseline,90633.46,37589.28,80796.46,96250.81,59466.19,74150.48
1756459040.5364816,0.41242241859436035,baseline,90726.53,37655.27,80861.36,96309.82,59549.87,74065.45
1756459040.540974,0.416914701461792,baseline,90881.56,37829.34,81093.64,96425.42,59764.45,73493.6
1756459040.5443897,0.4203305244445801,baseline,90791.71,37810.83,81138.71,96353.27,59733.07,73344.47
1756459040.5488582,0.42479896545410156,baseline,90652.5,37655.8,80910.99,96266.63,59540.75,73828.08
1756459040.553334,0.4292747974395752,baseline,90629.17,37583.92,80774.19,96244.91,59463.5,74189.1
1756459040.556813,0.4327538013458252,baseline,90728.14,37652.32,80842.86,96309.01,59548.8,74098.44
1756459040.5613663,0.43730711936950684,baseline,90885.85,37833.63,81076.21,96426.49,59766.33,73522.84
1756459040.5648067,0.4407474994659424,baseline,90794.93,37812.71,81116.44,96353.0,59730.92,73374.78
1756459040.5692973,0.4452381134033203,baseline,90648.48,37646.68,80897.84,96258.59,59534.31,73873.41
1756459040.5727196,0.44866037368774414,baseline,90635.07,37576.68,80768.83,96248.66,59468.33,74230.41
1756459040.5772073,0.45314812660217285,baseline,90730.55,37646.42,80839.37,96310.89,59558.45,74131.97
1756459040.5806313,0.4565720558166504,baseline,90876.73,37822.1,81077.82,96419.52,59767.67,73560.66
1756459040.5851154,0.4610562324523926,baseline,90772.13,37784.55,81122.34,96331.81,59716.44,73447.2
1756459040.5885515,0.4644923210144043,baseline,90635.87,37620.67,80907.5,96240.35,59515.27,73962.72
1756459040.5931153,0.4690561294555664,baseline,90625.41,37555.76,80777.14,96230.16,59447.68,74315.7
1756459040.59657,0.47251081466674805,baseline,90721.43,37630.32,80849.29,96295.6,59541.83,74207.07
1756459040.6010275,0.47696828842163086,baseline,90867.88,37807.35,81084.79,96406.91,59756.4,73625.3
1756459040.6047573,0.4806981086730957,baseline,90768.37,37776.5,81114.83,96331.01,59716.44,73495.48
1756459040.609255,0.4851958751678467,baseline,90624.87,37610.21,80906.96,96229.89,59514.73,74024.68
1756459040.6126764,0.4886171817779541,baseline,90605.29,37532.42,80791.9,96210.31,59438.02,74401.53
1756459040.617208,0.4931488037109375,baseline,90710.44,37614.23,80872.9,96278.97,59527.34,74306.31
1756459040.6206741,0.496614933013916,baseline,90858.23,37797.42,81104.1,96391.89,59740.58,73727.49
1756459040.6252384,0.5011792182922363,baseline,90747.18,37756.39,81126.37,96301.5,59685.32,73626.91
1756459040.6286945,0.5046353340148926,baseline,90612.0,37591.43,80898.38,96213.26,59489.52,74141.36
1756459040.6331866,0.5091273784637451,baseline,90592.69,37515.26,80772.85,96196.63,59421.39,74497.02
1756459040.6366107,0.5125515460968018,baseline,90695.95,37597.33,80851.44,96260.73,59508.3,74391.61
1756459040.6411078,0.5170485973358154,baseline,90844.28,37779.18,81080.77,96379.29,59723.14,73802.06
1756459040.6445205,0.5204613208770752,baseline,90746.11,37750.75,81089.89,96308.21,59679.69,73683.5
1756459040.649007,0.5249478816986084,baseline,90616.83,37599.74,80864.58,96223.72,59496.23,74186.69
1756459040.6534839,0.5294246673583984,baseline,90609.32,37541.81,80750.32,96209.5,59433.46,74536.18
