timestamp,phase_time,phase,ch1,ch2,ch3,ch4,ch5,ch6
1756459048.5410516,0.0011816024780273438,baseline,91010.31,37785.35,81168.48,96423.81,59659.31,73844.17
1756459054.977543,6.437673091888428,recovery,91585.91,38249.91,81906.89,96870.4,60213.99,73924.64
1756459054.9809792,6.4411091804504395,recovery,91456.63,38140.75,81795.04,96741.65,60032.67,74217.26
1756459054.985459,6.445589065551758,recovery,91405.4,38011.2,81581.54,96686.94,59873.88,74799.04
1756459054.988874,6.4490039348602295,recovery,91435.44,37999.93,81545.06,96707.86,59879.52,74962.11
1756459054.993347,6.453476905822754,recovery,91543.26,38123.31,81702.24,96820.51,60059.22,74503.46
1756459054.996758,6.45688796043396,recovery,91572.77,38243.21,81908.5,96852.7,60201.11,73918.2
1756459055.0012505,6.461380481719971,recovery,91440.27,38129.21,81787.53,96719.39,60010.94,74223.17
1756459055.004668,6.4647979736328125,recovery,91389.84,37996.98,81577.25,96667.89,59852.69,74812.45
1756459055.0091496,6.469279527664185,recovery,91429.27,37994.03,81545.33,96696.05,59868.25,74965.6
1756459055.0125668,6.472696781158447,recovery,91535.22,38118.22,81708.94,96810.59,60056.0,74502.65
1756459055.0170474,6.477177381515503,recovery,91553.46,38225.77,81918.16,96832.04,60186.9,73940.73
1756459055.0205033,6.48063325881958,recovery,91409.96,38096.22,81796.11,96688.01,59984.39,74278.96
1756459055.0249915,6.485121488571167,recovery,91368.11,37968.28,81577.25,96648.31,59831.5,74853.22
1756459055.029468,6.489598035812378,recovery,91411.83,37974.45,81546.67,96681.3,59854.3,74997.25
1756459055.0328817,6.493011713027954,recovery,91522.34,38105.07,81710.28,96798.52,60046.08,74524.38
1756459055.0373943,6.497524261474609,recovery,91545.14,38218.53,81904.74,96829.36,60181.0,73946.63
1756459055.040818,6.500947952270508,recovery,91415.05,38103.2,81773.58,96698.74,59990.02,74267.96
1756459055.045378,6.505507946014404,recovery,91371.06,37975.52,81566.79,96653.94,59844.38,74845.44
1756459055.0489125,6.509042501449585,recovery,91417.2,37981.42,81538.09,96688.01,59868.52,74975.52
1756459055.053423,6.513552904129028,recovery,91529.32,38116.87,81707.6,96805.22,60060.83,74488.7
1756459055.0568507,6.5169806480407715,recovery,91544.6,38223.63,81915.2,96819.44,60183.95,73947.17
1756459055.0613585,6.521488428115845,recovery,91407.01,38095.42,81790.21,96678.62,59980.1,74311.68
1756459055.064776,6.5249059200286865,recovery,91363.82,37967.74,81581.27,96638.92,59830.16,74892.91
1756459055.0692801,6.529410123825073,recovery,91415.32,37978.2,81555.25,96681.57,59859.94,75017.1
1756459055.0727005,6.532830476760864,recovery,91530.12,38113.66,81724.5,96806.03,60058.15,74522.77
1756459055.0771759,6.53730583190918,recovery,91549.7,38226.31,81921.37,96825.87,60182.07,73971.57
1756459055.080583,6.54071307182312,recovery,91412.64,38101.85,81780.02,96689.89,59980.63,74321.6
1756459055.0850642,6.545194149017334,recovery,91368.38,37978.74,81567.05,96648.04,59835.53,74881.38
1756459055.0895379,6.549667835235596,recovery,91414.52,37982.76,81539.96,96684.79,59863.96,74991.08
1756459055.0929508,6.553080797195435,recovery,91530.66,38117.14,81714.58,96806.03,60062.17,74488.7
1756459055.097428,6.557558059692383,recovery,91549.97,38228.45,81910.64,96823.19,60182.07,73947.43
1756459055.1008503,6.560980319976807,recovery,91413.44,38104.54,81769.56,96692.84,59985.19,74307.65
1756459055.1053379,6.565467834472656,recovery,91364.36,37977.13,81560.88,96648.85,59840.35,74872.26
1756459055.1087544,6.568884372711182,recovery,91408.08,37980.62,81543.99,96679.16,59865.03,74991.62
1756459055.1132338,6.573363780975342,recovery,91522.88,38114.73,81723.96,96796.1,60058.42,74493.8
1756459055.1166444,6.57677435874939,recovery,91530.12,38210.22,81912.79,96808.71,60169.46,73969.43
