timestamp,ch1,ch2,ch3,ch4,ch5,ch6
1756456623.1202319,-326.69,-373.9,-303.63,-367.19,-283.78,-255.61
1756456623.1358857,-325.89,-372.83,-303.09,-365.85,-284.85,-255.35
1756456623.140375,-325.62,-372.83,-303.63,-366.12,-283.51,-255.61
1756456623.1481745,-326.42,-373.9,-303.09,-366.66,-282.97,-256.15
1756456623.1559837,-325.89,-373.1,-303.63,-367.19,-283.51,-255.88
1756456623.1593568,-326.16,-373.36,-303.63,-366.12,-282.7,-256.42
1756456623.1637986,-325.35,-374.44,-303.36,-366.39,-283.51,-255.35
1756456623.1682436,-325.35,-374.44,-303.63,-367.19,-284.05,-255.08
1756456623.1760542,-326.16,-374.17,-302.82,-367.73,-283.78,-256.15
1756456623.1838572,-325.62,-374.17,-304.16,-366.12,-283.51,-254.81
1756456623.1883001,-325.89,-373.9,-303.63,-367.19,-283.51,-255.35
1756456623.1961017,-325.62,-373.9,-303.89,-366.93,-284.05,-255.35
1756456623.2039118,-325.35,-374.44,-303.63,-367.46,-283.51,-255.88
1756456623.2083519,-325.89,-374.17,-303.36,-366.66,-284.05,-256.42
1756456623.2161605,-325.89,-374.17,-302.82,-367.19,-282.97,-255.88
1756456623.2239637,-325.62,-374.17,-302.82,-366.12,-284.58,-255.88
1756456623.228402,-325.89,-373.9,-302.82,-366.66,-284.31,-255.61
1756456623.2361968,-324.55,-374.17,-303.63,-367.19,-283.51,-256.15
1756456623.2439754,-326.16,-374.17,-303.09,-366.66,-282.44,-255.35
1756456623.2484117,-326.42,-374.17,-303.36,-367.19,-282.7,-255.61
1756456623.2562094,-326.42,-373.9,-303.36,-366.93,-282.97,-255.35
1756456623.264013,-326.69,-374.17,-303.36,-366.12,-284.05,-255.35
1756456623.268449,-326.16,-373.9,-303.89,-366.93,-283.51,-255.08
1756456623.276248,-325.89,-373.9,-303.09,-366.12,-283.78,-256.15
1756456623.2840497,-325.35,-373.9,-303.63,-366.12,-283.78,-255.61
1756456623.2918503,-325.62,-373.1,-303.09,-367.46,-283.51,-254.54
1756456623.2962852,-325.62,-374.7,-303.63,-367.73,-283.78,-255.35
1756456623.304086,-326.16,-373.9,-303.63,-366.93,-283.51,-255.88
1756456623.3163426,-325.35,-373.9,-303.63,-366.66,-282.97,-255.35
1756456623.3241472,-325.08,-373.36,-303.09,-366.39,-284.31,-254.81
1756456623.3319528,-325.35,-374.44,-303.36,-368.0,-282.97,-255.88
1756456623.3363886,-324.55,-374.17,-303.89,-367.19,-282.97,-255.61
1756456623.3442435,-325.89,-374.17,-303.09,-366.66,-284.05,-255.35
1756456623.3520436,-325.35,-373.36,-303.63,-365.85,-283.78,-255.88
1756456623.356485,-326.42,-373.36,-303.36,-365.85,-283.51,-255.35
1756456623.3643272,-326.96,-373.36,-303.09,-366.66,-284.58,-255.61
1756456623.3721776,-325.62,-373.36,-303.09,-366.66,-282.97,-255.88
1756456623.3799753,-325.08,-373.9,-303.36,-366.12,-282.97,-255.35
