timestamp,ch1,ch2,ch3,ch4,ch5,ch6
1756456623.3844135,-325.08,-374.17,-303.36,-365.32,-282.97,-255.88
1756456623.3922138,-325.89,-374.44,-303.36,-366.93,-283.51,-255.61
1756456623.4000156,-326.42,-373.9,-303.89,-367.46,-283.51,-256.15
1756456623.4044523,-326.96,-373.9,-304.16,-366.93,-283.51,-255.61
1756456623.4122806,-326.42,-373.9,-304.16,-366.93,-283.24,-255.61
1756456623.4200866,-325.89,-373.63,-304.16,-366.66,-284.05,-255.88
1756456623.4245265,-325.89,-374.44,-303.63,-365.85,-284.05,-255.88
1756456623.4279106,-326.42,-373.36,-303.09,-366.66,-283.51,-255.88
1756456623.4323485,-325.89,-373.36,-303.36,-366.39,-282.97,-254.27
1756456623.4402628,-326.16,-374.17,-304.16,-366.12,-283.51,-255.35
1756456623.4480867,-326.42,-373.9,-303.89,-365.85,-284.05,-254.81
1756456623.4525495,-325.62,-373.63,-303.36,-366.39,-283.51,-255.61
1756456623.4559135,-326.42,-373.36,-304.16,-366.39,-283.51,-256.15
1756456623.4603448,-326.16,-373.36,-303.89,-366.12,-284.05,-255.61
1756456623.4682174,-325.08,-373.9,-303.36,-366.66,-283.51,-254.81
1756456623.4760184,-325.89,-374.7,-303.89,-366.12,-283.24,-254.81
1756456623.480452,-325.62,-374.17,-303.09,-366.93,-283.51,-255.08
1756456623.4838336,-325.62,-373.36,-303.09,-367.19,-283.51,-254.81
1756456623.48827,-324.82,-372.83,-304.16,-367.19,-282.97,-255.88
1756456623.4960725,-325.08,-374.17,-302.82,-366.66,-284.05,-256.15
1756456623.5005124,-325.08,-373.9,-302.82,-366.39,-284.05,-255.88
1756456623.503889,-325.62,-373.9,-303.09,-366.12,-283.24,-256.96
1756456623.5083249,-325.89,-374.17,-303.63,-366.66,-282.97,-255.61
1756456623.51612,-326.42,-374.17,-303.36,-366.66,-282.97,-255.88
1756456623.5205595,-325.89,-374.97,-303.09,-367.19,-283.51,-254.81
1756456623.5239346,-325.08,-373.9,-303.63,-366.66,-283.24,-255.08
1756456623.5283744,-324.55,-373.36,-303.63,-366.93,-283.51,-255.35
1756456623.531751,-325.89,-373.9,-303.63,-366.66,-282.97,-255.61
1756456623.536187,-325.62,-373.9,-303.63,-367.19,-283.51,-255.35
1756456623.5439863,-325.62,-373.36,-303.63,-367.19,-283.78,-255.88
1756456623.548426,-326.42,-374.17,-303.36,-366.12,-283.78,-254.81
1756456623.5518014,-325.89,-373.9,-304.16,-365.85,-284.05,-254.81
1756456623.5562406,-325.62,-373.36,-303.09,-367.19,-283.51,-255.35
1756456623.564041,-325.62,-375.24,-303.09,-367.19,-284.05,-255.88
1756456623.5684738,-325.89,-374.44,-303.63,-366.93,-284.31,-256.42
1756456623.5718482,-325.62,-373.9,-304.16,-366.12,-283.24,-255.88
1756456623.5762835,-325.89,-374.17,-303.63,-367.19,-283.24,-256.15
1756456623.5841045,-325.62,-374.17,-303.63,-366.66,-284.05,-255.35
1756456623.588546,-325.89,-374.17,-304.16,-366.12,-284.58,-255.61
1756456623.5919235,-325.89,-374.44,-303.63,-366.12,-282.97,-256.15
1756456623.596364,-326.16,-373.9,-303.36,-366.66,-282.97,-256.15
1756456623.5997407,-326.16,-373.9,-303.63,-367.73,-283.51,-255.35
1756456623.6041791,-326.16,-374.17,-303.63,-367.19,-283.24,-255.35
1756456623.6086512,-326.16,-374.97,-303.89,-367.19,-283.24,-255.35
1756456623.612042,-324.55,-374.17,-303.63,-367.19,-283.51,-255.88
1756456623.6164794,-324.82,-373.36,-304.16,-366.93,-283.78,-256.15
1756456623.619854,-325.89,-374.17,-304.16,-366.66,-283.24,-256.42
1756456623.6242943,-325.89,-373.9,-303.89,-366.66,-284.05,-255.88
1756456623.627672,-325.89,-373.9,-303.63,-366.66,-284.31,-255.35
1756456623.6321065,-325.08,-374.17,-303.09,-366.12,-284.85,-256.15
1756456623.6365454,-324.82,-374.17,-303.09,-366.66,-284.31,-255.61
1756456623.6399345,-324.82,-374.7,-303.36,-366.66,-283.51,-255.61
1756456623.6443772,-325.08,-374.17,-303.36,-366.12,-283.78,-254.81
1756456623.6477544,-324.82,-373.9,-303.63,-367.19,-283.78,-254.81
1756456623.6521888,-325.89,-373.9,-303.09,-366.93,-284.05,-255.35
1756456623.6566281,-325.62,-373.63,-303.09,-366.39,-284.05,-255.35
1756456623.6600068,-325.08,-374.7,-304.43,-365.85,-282.97,-255.61
1756456623.6644413,-325.89,-374.97,-304.16,-366.93,-283.51,-255.61
1756456623.6678262,-325.62,-373.9,-303.36,-367.46,-283.24,-255.35
1756456623.6722631,-326.16,-374.17,-303.09,-367.19,-283.51,-255.08
1756456623.6756403,-326.42,-375.24,-304.16,-365.85,-283.51,-255.88
1756456623.6802287,-326.42,-374.17,-304.16,-366.66,-282.97,-255.61
1756456623.6846702,-326.69,-373.9,-302.82,-367.19,-283.78,-255.88
1756456623.6880453,-325.62,-374.17,-302.82,-366.39,-283.51,-256.15
1756456623.6924853,-325.08,-373.36,-303.63,-366.66,-283.24,-255.88
1756456623.6958623,-325.89,-373.9,-303.63,-365.85,-282.7,-255.35
1756456623.7003005,-325.89,-373.9,-303.63,-366.66,-282.7,-255.88
1756456623.703676,-325.62,-373.9,-303.89,-367.19,-282.44,-255.88
1756456623.7081084,-325.08,-373.9,-302.82,-366.93,-283.51,-255.88
1756456623.7125492,-325.62,-374.17,-303.36,-366.93,-284.05,-255.88
1756456623.7159257,-325.62,-374.7,-304.16,-367.46,-283.24,-255.35
1756456623.720365,-325.89,-373.9,-304.16,-366.66,-283.51,-256.15
1756456623.7237415,-325.89,-373.36,-304.43,-366.39,-283.24,-256.42
1756456623.72818,-325.89,-373.63,-303.36,-366.66,-284.31,-255.88
1756456623.7326164,-326.42,-374.17,-303.63,-366.12,-283.51,-255.61
1756456623.7359927,-325.62,-374.44,-304.16,-366.12,-282.44,-255.61
1756456623.740432,-325.08,-374.44,-303.36,-365.85,-283.78,-255.35
1756456623.7438214,-325.08,-374.7,-303.36,-365.85,-283.51,-256.69
1756456623.7482564,-325.35,-375.24,-303.89,-366.12,-283.24,-255.88
1756456623.7526953,-325.08,-374.17,-304.43,-367.19,-283.51,-256.15
1756456623.75607,-325.08,-374.7,-304.43,-366.39,-282.97,-256.15
1756456623.7605093,-325.62,-374.97,-303.63,-366.93,-283.24,-255.35
1756456623.7638934,-326.42,-373.9,-303.36,-367.19,-282.97,-255.35
1756456623.7683346,-326.42,-373.9,-303.09,-367.19,-282.7,-255.35
1756456623.7717154,-326.16,-374.17,-303.09,-366.93,-283.24,-256.15
1756456623.7761567,-325.35,-373.9,-303.89,-367.46,-282.7,-255.08
1756456623.7805955,-324.82,-374.17,-303.36,-366.66,-283.24,-255.08
1756456623.7839723,-325.08,-374.7,-303.09,-366.39,-283.51,-255.08
1756456623.788405,-325.08,-374.17,-302.55,-366.66,-283.51,-255.88
1756456623.7917812,-325.89,-373.36,-302.28,-366.39,-283.24,-255.88
1756456623.796214,-326.16,-372.83,-303.09,-366.93,-282.97,-256.15
1756456623.8006523,-326.42,-373.9,-304.43,-366.93,-283.24,-255.88
1756456623.8040285,-326.69,-374.17,-303.63,-367.19,-282.97,-255.35
1756456623.8084617,-326.42,-374.17,-303.63,-366.66,-282.97,-255.61
1756456623.8118374,-326.96,-374.44,-304.16,-366.12,-284.05,-255.35
1756456623.8162713,-326.42,-374.7,-304.16,-366.66,-284.05,-255.88
1756456623.8207073,-325.62,-374.17,-303.89,-366.66,-284.05,-256.69
1756456623.8240829,-325.35,-373.63,-303.36,-366.66,-284.31,-256.15
1756456623.8285198,-325.89,-373.9,-302.82,-367.46,-283.51,-255.35
1756456623.8318963,-325.89,-374.17,-303.63,-367.19,-283.51,-255.35
1756456623.8363278,-325.89,-374.7,-303.09,-366.93,-284.05,-255.88
1756456623.8407655,-325.62,-374.7,-303.63,-367.19,-284.05,-256.15
1756456623.8441412,-325.62,-373.9,-303.09,-367.19,-284.05,-255.35
1756456623.848579,-325.89,-373.9,-302.55,-367.19,-283.51,-255.88
1756456623.8519523,-325.62,-373.9,-303.63,-367.19,-283.24,-255.35
1756456623.856386,-325.35,-374.17,-304.43,-366.93,-283.51,-255.61
1756456623.8597605,-325.62,-374.17,-303.63,-366.93,-282.97,-256.42
1756456623.864193,-324.82,-374.17,-303.09,-366.93,-283.51,-256.42
1756456623.8686655,-325.62,-373.9,-303.36,-366.39,-284.05,-255.88
1756456623.8720477,-326.16,-373.9,-303.63,-367.19,-283.78,-256.15
1756456623.8764887,-326.42,-374.17,-303.36,-367.19,-283.24,-255.88
1756456623.8798652,-325.62,-374.44,-303.36,-366.12,-282.97,-255.88
1756456623.884305,-325.89,-373.9,-302.82,-366.12,-283.78,-254.81
1756456623.888744,-326.16,-374.17,-302.82,-366.39,-283.51,-255.88
1756456623.8921154,-326.42,-373.63,-304.43,-365.85,-284.05,-255.88
1756456623.896555,-326.42,-373.63,-303.63,-366.12,-283.78,-256.15
1756456623.899931,-325.08,-373.9,-303.63,-366.93,-282.97,-255.35
1756456623.9043686,-324.82,-373.63,-303.63,-366.39,-283.51,-255.35
1756456623.9088082,-325.35,-374.44,-304.16,-366.12,-283.51,-255.35
1756456623.9121778,-325.08,-374.44,-303.63,-366.66,-283.24,-255.61
1756456623.916617,-325.89,-373.63,-303.63,-366.66,-282.97,-255.35
1756456623.9199936,-325.08,-373.9,-303.09,-366.66,-283.24,-256.15
1756456623.924431,-325.08,-374.17,-303.63,-365.59,-283.51,-256.15
1756456623.9278073,-325.89,-373.9,-304.16,-366.12,-284.85,-256.15
1756456623.9322448,-325.62,-374.44,-303.63,-366.39,-284.31,-256.69
1756456623.9366834,-325.89,-374.17,-303.63,-366.39,-283.78,-256.15
1756456623.9400597,-325.62,-374.44,-304.16,-366.39,-283.24,-256.15
1756456623.9445002,-325.35,-374.44,-303.63,-366.39,-282.17,-255.08
1756456623.9478776,-325.35,-373.9,-303.63,-366.39,-283.24,-255.08
1756456623.9523304,-325.62,-373.9,-303.89,-365.59,-283.51,-254.81
1756456623.956773,-325.89,-374.17,-303.89,-366.66,-283.51,-255.35
1756456623.96015,-325.89,-373.9,-303.09,-367.46,-283.51,-255.88
1756456623.964591,-325.89,-373.9,-303.63,-367.46,-284.05,-255.61
1756456623.9679885,-325.35,-373.9,-303.09,-367.46,-283.24,-255.61
1756456623.9724498,-325.89,-373.9,-302.82,-366.12,-282.7,-256.42
1756456623.9758255,-325.62,-373.9,-303.09,-366.66,-282.7,-256.69
1756456623.9802594,-325.89,-374.44,-303.63,-366.66,-282.97,-256.15
1756456623.984696,-325.89,-374.17,-303.09,-366.66,-283.51,-255.08
1756456623.9880698,-325.62,-373.9,-303.09,-365.85,-282.97,-255.88
1756456623.9925072,-325.35,-374.17,-303.36,-366.12,-283.51,-255.35
1756456623.9958851,-325.89,-373.9,-303.63,-367.73,-283.51,-256.15
1756456624.0003192,-325.35,-374.17,-303.89,-367.46,-284.31,-255.88
1756456624.0047593,-324.82,-374.44,-303.36,-368.0,-284.05,-255.35
1756456624.008136,-325.08,-374.44,-303.09,-366.66,-284.31,-255.08
1756456624.0125747,-324.55,-374.17,-303.09,-366.66,-283.78,-255.88
1756456624.015951,-325.08,-373.63,-303.09,-366.66,-284.05,-254.54
1756456624.0203853,-325.62,-373.9,-303.09,-367.19,-284.05,-255.61
1756456624.0248222,-326.16,-374.7,-303.63,-367.46,-284.58,-255.35
1756456624.0281932,-325.62,-373.9,-303.36,-366.66,-283.51,-255.61
1756456624.0326319,-326.16,-373.36,-302.82,-367.19,-282.44,-255.61
1756456624.0360074,-325.62,-373.9,-303.36,-366.93,-282.44,-256.15
1756456624.0404413,-325.89,-373.9,-304.16,-367.19,-282.7,-256.69
1756456624.0448802,-325.62,-373.9,-304.43,-366.12,-283.78,-256.15
1756456624.0482523,-325.62,-373.63,-304.43,-366.12,-282.97,-256.15
1756456624.0526917,-325.89,-373.9,-304.97,-366.93,-283.24,-255.35
1756456624.0560663,-326.16,-373.9,-303.63,-366.93,-283.51,-255.08
1756456624.0605116,-325.35,-373.36,-302.82,-366.66,-282.7,-255.08
1756456624.06389,-325.08,-373.9,-303.09,-366.66,-282.7,-255.61
1756456624.0683274,-325.89,-374.17,-303.63,-366.93,-283.78,-255.35
1756456624.0727627,-326.16,-373.9,-303.63,-366.66,-283.51,-256.15
1756456624.0761454,-325.89,-373.9,-303.89,-366.12,-283.78,-256.69
1756456624.0805833,-325.62,-373.36,-303.63,-366.66,-283.78,-255.61
1756456624.0839612,-325.89,-373.63,-304.43,-366.93,-282.7,-255.35
1756456624.088396,-326.42,-373.9,-303.63,-367.19,-282.7,-255.35
1756456624.0928333,-326.42,-374.44,-303.63,-366.66,-283.51,-255.88
1756456624.096205,-325.89,-373.9,-303.89,-366.66,-284.05,-255.35
1756456624.1006446,-325.62,-373.36,-303.09,-366.39,-283.51,-255.35
1756456624.104021,-325.35,-373.36,-303.09,-366.93,-282.97,-255.88
1756456624.1084547,-325.35,-373.63,-303.09,-366.66,-282.97,-255.35
1756456624.1128929,-325.89,-374.17,-303.36,-366.93,-283.51,-255.35
1756456624.116265,-325.62,-373.9,-303.09,-366.66,-282.97,-255.08
1756456624.1207042,-325.08,-373.36,-303.09,-367.46,-282.97,-255.08
1756456624.1240802,-325.62,-374.17,-304.16,-367.19,-282.7,-255.61
1756456624.1285167,-325.89,-374.44,-304.16,-366.93,-283.24,-256.42
1756456624.1318924,-325.62,-373.9,-303.63,-366.66,-283.24,-256.96
1756456624.1363263,-325.35,-373.9,-303.63,-366.93,-283.51,-256.42
1756456624.1407642,-325.62,-373.9,-302.28,-366.66,-283.51,-255.61
1756456624.14414,-325.35,-373.63,-303.09,-365.32,-283.24,-255.61
1756456624.148583,-325.08,-373.36,-303.36,-365.32,-283.24,-254.81
1756456624.1519616,-325.35,-374.17,-303.36,-366.39,-283.51,-254.81
1756456624.1563969,-326.42,-374.17,-303.63,-366.66,-283.24,-254.54
1756456624.1608324,-326.96,-373.9,-303.09,-366.12,-284.31,-256.15
1756456624.1642032,-325.89,-373.63,-303.36,-366.12,-284.58,-255.61
1756456624.1686406,-325.62,-374.17,-303.36,-366.12,-284.31,-254.81
1756456624.1720164,-326.42,-373.9,-302.82,-365.85,-284.05,-255.88
1756456624.1764488,-325.89,-374.17,-302.82,-367.19,-283.24,-254.81
1756456624.1808884,-325.62,-374.44,-302.82,-368.0,-283.24,-254.81
1756456624.18426,-326.16,-372.83,-303.63,-367.46,-283.24,-255.35
1756456624.1886978,-326.16,-372.83,-303.09,-367.46,-283.51,-256.15
1756456624.1920738,-326.69,-373.9,-303.63,-367.46,-283.78,-256.15
1756456624.1965113,-325.89,-373.9,-304.43,-366.66,-283.51,-255.61
1756456624.2009487,-325.08,-373.36,-304.43,-366.66,-284.05,-255.35
1756456624.2043202,-325.62,-373.63,-304.43,-366.39,-283.51,-255.88
1756456624.2087555,-324.55,-374.17,-303.89,-366.66,-283.51,-255.35
1756456624.2121317,-324.55,-374.97,-303.09,-365.85,-283.51,-255.08
1756456624.216596,-325.08,-373.9,-303.36,-365.85,-283.24,-254.81
1756456624.2199833,-325.62,-373.9,-303.63,-366.12,-283.24,-254.81
1756456624.2244244,-325.62,-374.17,-303.36,-366.39,-283.78,-255.88
1756456624.228865,-325.08,-373.9,-303.63,-366.12,-283.24,-256.42
1756456624.232238,-325.62,-374.17,-303.89,-366.12,-282.97,-255.61
1756456624.2366776,-325.35,-374.44,-304.43,-367.46,-283.51,-255.61
1756456624.2400534,-325.08,-373.9,-304.43,-366.93,-283.51,-255.61
1756456624.2444935,-324.82,-373.63,-304.43,-367.46,-282.7,-255.35
1756456624.2489388,-325.35,-373.1,-303.89,-367.19,-282.7,-256.42
1756456624.2523131,-325.35,-374.17,-303.89,-366.12,-282.7,-256.15
1756456624.2567537,-325.62,-373.9,-304.16,-366.66,-282.97,-255.88
1756456624.2601316,-325.89,-374.17,-303.63,-367.19,-284.05,-254.81
1756456624.2645717,-326.42,-373.36,-303.89,-368.27,-283.24,-255.35
1756456624.2690094,-325.89,-373.9,-303.36,-367.46,-283.51,-255.88
1756456624.2723863,-325.35,-374.17,-303.09,-367.19,-284.05,-256.42
1756456624.2768257,-326.42,-374.17,-303.63,-367.19,-282.97,-256.42
1756456624.2801974,-326.42,-373.9,-303.63,-367.19,-282.97,-255.35
1756456624.2846344,-326.42,-373.9,-302.82,-367.19,-283.51,-255.08
1756456624.288011,-325.89,-373.63,-303.09,-366.93,-284.31,-255.08
1756456624.2924478,-326.42,-373.63,-303.89,-366.39,-283.78,-256.15
1756456624.296888,-325.08,-373.9,-303.89,-367.19,-282.44,-256.15
1756456624.3002594,-324.55,-373.9,-303.63,-366.12,-283.24,-255.35
1756456624.3046978,-325.08,-373.9,-303.89,-366.66,-283.51,-255.35
1756456624.308074,-325.35,-374.17,-304.16,-367.46,-283.24,-255.88
1756456624.3125134,-325.35,-374.17,-304.16,-367.46,-283.51,-255.08
1756456624.3169498,-325.35,-374.97,-303.89,-366.93,-283.78,-255.61
1756456624.3203223,-324.55,-374.7,-303.89,-366.66,-283.78,-255.35
1756456624.3247616,-324.82,-375.24,-303.89,-366.93,-283.24,-255.61
1756456624.3281384,-326.42,-375.24,-304.16,-366.93,-284.05,-255.61
1756456624.3325753,-325.62,-374.44,-302.82,-366.93,-284.31,-256.15
1756456624.3370147,-325.62,-373.63,-303.09,-366.66,-283.24,-255.35
1756456624.3403883,-326.16,-373.9,-304.16,-366.66,-283.24,-254.81
1756456624.3448336,-326.42,-374.17,-304.43,-366.66,-283.51,-256.15
1756456624.3482418,-326.16,-374.17,-303.63,-367.19,-283.51,-255.88
1756456624.3527148,-325.62,-373.9,-303.36,-367.46,-283.51,-256.15
1756456624.3560884,-325.35,-374.7,-303.36,-366.39,-282.97,-255.61
1756456624.360525,-325.35,-374.17,-303.89,-366.66,-282.44,-255.35
1756456624.3649707,-325.62,-374.7,-304.43,-366.93,-282.7,-255.08
1756456624.3683503,-325.35,-374.7,-304.16,-367.19,-282.7,-254.81
1756456624.3727906,-325.08,-373.9,-303.63,-366.66,-283.24,-255.35
1756456624.3761666,-325.89,-373.63,-303.63,-366.39,-282.17,-255.35
1756456624.3806064,-326.69,-373.36,-304.16,-366.12,-282.44,-255.35
1756456624.3850453,-325.35,-374.17,-304.16,-367.19,-282.97,-256.15
1756456624.3884215,-325.08,-374.17,-304.16,-367.46,-282.97,-255.88
1756456624.3928607,-325.62,-373.63,-303.63,-367.46,-283.24,-255.35
1756456624.3962338,-325.62,-374.44,-303.63,-366.66,-283.51,-255.61
1756456624.400672,-325.08,-374.7,-303.63,-366.66,-284.05,-256.15
1756456624.4051032,-325.62,-374.44,-303.63,-366.66,-284.05,-256.15
1756456624.4084795,-325.89,-374.44,-303.89,-366.66,-282.7,-255.88
1756456624.4129186,-325.89,-373.9,-304.16,-367.46,-282.7,-255.88
1756456624.416296,-325.35,-373.36,-304.16,-367.46,-282.97,-256.42
1756456624.420735,-324.55,-373.9,-303.36,-367.46,-283.51,-256.69
1756456624.424106,-324.01,-373.36,-303.09,-366.66,-283.51,-255.88
1756456624.4285462,-325.08,-373.63,-303.89,-366.66,-282.7,-255.35
1756456624.432985,-325.62,-373.9,-303.63,-366.39,-282.44,-255.88
1756456624.4363554,-325.35,-374.17,-303.09,-366.93,-283.51,-255.88
1756456624.4407945,-325.89,-374.17,-303.63,-366.93,-283.51,-255.61
1756456624.444166,-325.62,-374.17,-304.16,-366.93,-282.97,-255.08
1756456624.448603,-325.89,-374.7,-303.36,-367.19,-284.31,-255.35
1756456624.4530396,-326.16,-373.9,-303.36,-366.66,-284.05,-255.88
1756456624.4564166,-325.08,-374.17,-302.82,-366.66,-282.97,-255.88
1756456624.4608557,-325.08,-373.9,-302.82,-366.93,-283.51,-255.35
1756456624.4642305,-325.35,-373.9,-303.63,-367.19,-282.7,-255.08
1756456624.4686692,-325.35,-374.7,-303.63,-366.66,-283.51,-255.08
1756456624.4731028,-325.62,-374.44,-304.16,-366.66,-284.05,-256.15
1756456624.4764798,-324.55,-373.63,-303.63,-365.85,-283.51,-255.61
1756456624.4809182,-325.08,-374.17,-304.16,-366.12,-283.78,-255.08
1756456624.48429,-325.62,-374.17,-304.43,-367.19,-282.7,-255.61
1756456624.488728,-324.55,-373.36,-304.43,-367.46,-283.24,-255.88
1756456624.4931624,-325.08,-374.44,-304.16,-366.12,-283.24,-255.88
1756456624.4965389,-324.82,-374.97,-303.09,-365.85,-284.05,-255.35
1756456624.500975,-325.08,-374.17,-302.82,-366.12,-284.05,-254.01
1756456624.5043523,-325.89,-374.44,-303.63,-366.39,-284.31,-255.08
1756456624.5087905,-325.62,-374.7,-302.82,-367.19,-284.31,-255.88
1756456624.512163,-325.62,-373.9,-303.36,-367.19,-284.05,-255.88
1756456624.5166018,-325.62,-373.63,-303.63,-367.19,-284.05,-256.15
1756456624.5210402,-325.89,-374.17,-303.89,-367.19,-284.05,-255.35
1756456624.5244167,-325.89,-373.36,-303.89,-366.66,-283.78,-255.08
1756456624.528855,-325.62,-373.9,-304.97,-366.93,-282.7,-255.35
1756456624.5322263,-325.62,-373.9,-304.16,-367.19,-283.24,-255.88
1756456624.5366647,-325.35,-373.9,-304.43,-366.66,-283.51,-255.35
1756456624.5410984,-324.82,-373.9,-304.16,-366.66,-283.51,-254.81
1756456624.5444758,-325.89,-374.17,-303.63,-368.0,-283.51,-255.08
1756456624.5489125,-325.62,-373.9,-304.7,-368.27,-283.78,-255.08
1756456624.5522926,-325.89,-372.83,-304.16,-366.66,-283.24,-254.81
1756456624.5567558,-325.62,-373.9,-303.36,-366.66,-284.05,-255.35
1756456624.5611963,-325.08,-374.97,-303.89,-366.93,-282.97,-256.15
1756456624.5645707,-325.08,-374.97,-304.43,-366.93,-282.97,-255.61
1756456624.5689826,-325.08,-374.17,-304.16,-367.46,-283.24,-255.35
1756456624.5723538,-325.35,-374.17,-303.63,-366.93,-282.97,-255.88
1756456624.5767906,-325.35,-374.7,-303.36,-366.39,-282.97,-255.35
1756456624.5801606,-325.35,-374.44,-303.63,-366.93,-284.05,-255.88
1756456624.5846,-325.08,-374.17,-303.36,-367.19,-283.24,-256.15
1756456624.5890381,-325.62,-373.36,-303.63,-366.66,-282.7,-255.88
1756456624.5924153,-325.35,-374.17,-304.16,-366.12,-282.7,-255.88
1756456624.5968525,-325.35,-374.44,-304.16,-365.59,-283.51,-255.61
1756456624.6002274,-325.35,-374.97,-304.43,-366.66,-283.51,-255.35
1756456624.6046655,-325.08,-374.97,-303.36,-367.19,-282.97,-255.88
1756456624.6091006,-325.35,-374.17,-302.55,-367.19,-282.97,-256.42
1756456624.6124785,-325.89,-373.36,-303.63,-366.39,-282.97,-256.15
1756456624.6169176,-325.62,-373.63,-303.89,-366.12,-282.44,-256.15
1756456624.6202898,-326.16,-374.17,-303.36,-366.66,-283.51,-256.15
1756456624.6247287,-327.23,-374.44,-303.63,-366.93,-284.05,-255.08
1756456624.62916,-325.89,-374.7,-303.89,-366.93,-283.78,-255.88
1756456624.6325362,-325.89,-374.97,-303.63,-366.39,-282.97,-255.35
1756456624.6369739,-325.62,-373.36,-303.63,-366.12,-284.05,-255.08
1756456624.64035,-325.08,-373.1,-303.09,-366.39,-283.78,-255.61
1756456624.6447983,-325.62,-373.63,-303.89,-365.85,-282.97,-255.35
1756456624.6492338,-325.89,-374.7,-304.16,-365.85,-283.51,-255.88
1756456624.6526103,-325.62,-374.17,-303.63,-366.12,-283.78,-255.88
1756456624.657048,-325.62,-374.17,-303.63,-367.46,-282.97,-256.15
1756456624.6604278,-325.08,-374.17,-303.63,-366.66,-283.78,-255.61
1756456624.6648674,-325.62,-373.63,-303.09,-366.66,-283.24,-256.15
1756456624.6682403,-325.89,-372.83,-302.82,-366.93,-282.97,-254.81
1756456624.6726804,-325.89,-373.36,-303.09,-365.85,-283.24,-254.54
1756456624.6771188,-325.89,-374.17,-303.36,-366.12,-284.05,-254.81
1756456624.680497,-325.89,-374.7,-303.63,-365.59,-284.31,-255.88
1756456624.6849356,-326.16,-374.97,-303.09,-366.66,-282.97,-255.88
1756456624.6883085,-325.89,-374.17,-303.09,-367.19,-281.9,-256.15
1756456624.6927474,-325.08,-374.17,-303.89,-366.66,-282.97,-256.42
1756456624.6971805,-325.08,-373.9,-304.43,-367.19,-283.51,-255.88
1756456624.700557,-325.89,-373.9,-304.43,-367.46,-283.24,-255.35
1756456624.7049952,-326.16,-373.9,-304.43,-366.93,-283.78,-255.35
1756456624.708367,-324.55,-373.36,-304.16,-366.93,-284.05,-255.88
1756456624.7128046,-324.55,-373.9,-304.43,-367.46,-283.78,-256.42
1756456624.7172396,-324.55,-373.63,-304.16,-366.93,-284.31,-255.61
1756456624.720616,-326.16,-374.17,-303.89,-367.19,-283.51,-255.08
1756456624.7250547,-325.89,-374.7,-303.89,-367.73,-282.97,-254.81
1756456624.728431,-325.89,-373.9,-303.89,-367.46,-282.97,-255.88
1756456624.7328691,-325.62,-374.17,-303.89,-366.39,-283.51,-255.35
1756456624.7373028,-325.89,-374.17,-302.82,-366.66,-283.51,-255.88
1756456624.740679,-325.62,-373.63,-303.63,-366.66,-283.24,-256.15
1756456624.7451153,-325.62,-373.9,-304.16,-366.66,-282.97,-255.35
1756456624.7484922,-324.55,-374.17,-304.16,-366.93,-282.97,-255.35
1756456624.752931,-325.35,-374.17,-304.43,-366.12,-282.44,-256.15
1756456624.756303,-325.89,-373.9,-303.63,-366.93,-283.24,-255.61
1756456624.7607398,-325.62,-373.9,-303.63,-367.19,-284.05,-255.35
1756456624.7651732,-325.08,-373.9,-303.63,-367.46,-283.51,-255.88
1756456624.7685497,-325.08,-373.9,-303.09,-366.66,-282.97,-256.15
1756456624.7729874,-325.35,-373.36,-303.09,-366.66,-282.44,-255.88
1756456624.776359,-325.62,-373.63,-303.09,-366.12,-282.7,-255.08
1756456624.7808046,-325.62,-373.63,-303.63,-366.12,-283.24,-255.35
1756456624.7852392,-325.35,-373.9,-303.63,-366.66,-284.31,-255.35
1756456624.7886155,-325.08,-373.63,-303.63,-366.93,-284.05,-255.61
1756456624.7930517,-325.08,-373.9,-303.09,-366.66,-284.05,-255.88
1756456624.796428,-325.89,-374.7,-304.16,-367.73,-283.51,-256.15
1756456624.8008664,-326.16,-373.9,-303.09,-366.66,-283.51,-255.08
1756456624.8053002,-327.5,-373.9,-302.82,-366.12,-283.51,-255.35
1756456624.8086743,-325.89,-373.9,-302.82,-367.46,-283.51,-256.42
1756456624.813112,-325.62,-374.7,-303.09,-366.93,-283.78,-255.88
1756456624.8164878,-325.89,-373.9,-303.36,-367.19,-283.51,-255.35
1756456624.8209255,-325.62,-373.9,-303.89,-366.93,-283.24,-255.88
1756456624.825359,-325.08,-373.63,-303.89,-366.12,-284.05,-256.15
1756456624.8287342,-325.62,-373.36,-303.63,-366.66,-283.51,-255.88
1756456624.8331652,-325.35,-373.63,-303.63,-366.66,-283.78,-256.69
1756456624.8365414,-325.62,-373.63,-303.09,-367.19,-283.51,-255.88
1756456624.8409786,-325.62,-373.36,-303.36,-367.19,-283.78,-255.35
1756456624.8443508,-324.55,-373.9,-304.16,-367.19,-284.05,-255.61
1756456624.8487868,-326.16,-374.17,-303.63,-366.39,-283.78,-255.61
1756456624.853221,-326.42,-374.17,-302.82,-366.93,-284.58,-255.88
1756456624.856597,-325.89,-373.9,-303.36,-366.66,-283.51,-255.35
1756456624.861035,-325.89,-373.63,-303.89,-367.46,-283.51,-255.88
1756456624.8644109,-326.16,-373.9,-303.63,-368.0,-282.44,-255.61
1756456624.8688896,-325.62,-373.9,-303.09,-366.93,-282.17,-255.08
1756456624.8733418,-325.35,-373.1,-302.82,-366.39,-282.97,-255.08
