timestamp,recording_time,ch1,ch2,ch3,ch4,ch5,ch6
1756460312.1679642,0.8572084903717041,103424.91,53271.62,102787.08,106378.56,60226.06,88909.87
1756460312.1713881,0.8606324195861816,102955.53,52780.24,102538.17,106524.21,61120.84,90467.16
1756460312.175912,0.8651561737060547,102810.15,52605.36,102386.09,106569.8,61378.6,91419.61
1756460312.1793442,0.8685884475708008,103119.95,52909.53,102498.48,106496.04,60821.24,90781.78
1756460312.1838467,0.8730909824371338,103585.31,53406.27,102766.43,106361.66,59953.81,88989.8
1756460312.1872628,0.876507043838501,103414.72,53264.38,102778.5,106377.49,60223.37,88930.25
1756460312.1919405,0.8811848163604736,102950.97,52775.42,102533.61,106523.13,61117.62,90496.4
1756460312.195362,0.8846063613891602,102819.27,52612.07,102383.14,106571.14,61371.09,91441.61
1756460312.199851,0.8890953063964844,103127.72,52916.77,102495.8,106496.31,60811.85,90791.17
1756460312.2033012,0.8925454616546631,103588.8,53411.1,102764.82,106363.81,59952.2,88997.31
1756460312.2077954,0.8970396518707275,103416.87,53271.09,102773.67,106385.54,60231.69,88944.47
1756460312.2112134,0.9004576206207275,102953.92,52780.24,102529.06,106529.57,61128.35,90512.22
1756460312.2156951,0.9049394130706787,102823.29,52617.97,102393.07,106574.36,61383.16,91467.62
1756460312.2191222,0.9083664417266846,103137.11,52926.42,102519.4,106494.7,60818.29,90831.4
1756460312.2236135,0.9128577709197998,103594.43,53414.32,102787.35,106363.0,59959.71,89044.25
1756460312.227035,0.9162793159484863,103417.4,53264.92,102795.93,106385.0,60246.44,89020.91
1756460312.2315187,0.9207630157470703,102956.33,52777.56,102556.95,106528.23,61139.89,90607.17
1756460312.2349317,0.9241759777069092,102825.44,52613.95,102410.5,106574.09,61382.63,91536.02
1756460312.2394097,0.9286539554595947,103141.14,52922.67,102519.67,106499.26,60811.85,90858.23
1756460312.2438898,0.9331340789794922,103597.92,53412.17,102777.7,106368.37,59953.81,89054.44
1756460312.2472982,0.9365425109863281,103414.72,53259.02,102774.48,106392.78,60248.59,89029.5
1756460312.2517798,0.9410240650177002,102944.8,52766.83,102525.84,106534.93,61143.1,90604.22
1756460312.255189,0.9444332122802734,102820.07,52613.14,102383.14,106577.58,61378.6,91522.34
1756460312.2596707,0.9489150047302246,103138.72,52924.81,102504.11,106496.04,60802.46,90843.21
1756460312.263085,0.952329158782959,103597.65,53414.32,102774.48,106364.35,59947.11,89056.85
1756460312.267563,0.9568073749542236,103413.92,53261.7,102779.84,106389.29,60251.27,89066.24
1756460312.2710235,0.9602677822113037,102955.26,52778.63,102541.93,106534.93,61146.32,90656.26
1756460312.2755165,0.9647607803344727,102830.8,52619.58,102406.21,106573.83,61377.26,91573.57
1756460312.2799976,0.9692418575286865,103157.23,52938.23,102531.2,106498.46,60798.71,90891.49
1756460312.283412,0.97265625,103611.59,53422.36,102790.57,106373.2,59948.18,89091.99
1756460312.2878911,0.977135419845581,103417.94,53259.02,102787.62,106398.14,60259.32,89111.3
1756460312.2917068,0.9809510707855225,102954.19,52773.54,102533.08,106543.79,61151.42,90682.27
1756460312.295131,0.9843752384185791,102836.97,52628.7,102386.36,106587.77,61376.99,91567.4
1756460312.2996404,0.988884687423706,103155.08,52941.18,102503.57,106509.72,60792.27,90852.06
1756460312.3030708,0.9923150539398193,103602.21,53417.0,102769.38,106375.61,59943.08,89058.46
1756460312.3075545,0.9967987537384033,103408.01,53253.39,102770.99,106397.34,60262.53,89101.11
1756460312.3120322,1.0012764930725098,102943.99,52763.35,102528.79,106537.35,61154.1,90697.56
1756460312.315481,1.0047252178192139,102829.46,52616.63,102388.78,106579.73,61373.77,91586.45
1756460312.3199751,1.0092194080352783,103154.01,52937.42,102507.6,106502.21,60783.96,90868.69
1756460312.3233864,1.0126307010650635,103600.06,53416.46,102777.16,106368.91,59937.72,89085.02
1756460312.32786,1.0171043872833252,103402.92,53247.75,102775.01,106398.14,60268.17,89141.61
1756460312.3312669,1.0205111503601074,102944.53,52762.54,102528.25,106543.52,61160.0,90733.24
1756460312.3357503,1.0249946117401123,102832.95,52621.73,102386.9,106582.68,61369.75,91605.76
1756460312.3391523,1.0283966064453125,103152.67,52936.88,102504.11,106500.07,60773.23,90870.03
1756460312.3436244,1.0328686237335205,103600.6,53419.95,102766.16,106372.12,59935.04,89074.29
1756460312.3470309,1.0362751483917236,103395.41,53242.12,102753.56,106401.9,60272.46,89133.3
1756460312.351501,1.0407452583312988,102929.24,52747.52,102510.28,106541.64,61164.56,90736.45
1756460312.3559747,1.0452189445495605,102821.95,52611.26,102378.05,106577.05,61367.34,91608.98
1756460312.3593817,1.0486259460449219,103158.3,52945.74,102505.72,106501.68,60769.74,90865.47
1756460312.3638544,1.0530986785888672,103600.33,53422.9,102765.36,106373.2,59930.48,89061.95
1756460312.3672607,1.0565049648284912,103387.09,53237.02,102750.87,106399.21,60276.21,89142.15
1756460312.3717349,1.0609791278839111,102926.02,52748.06,102505.99,106545.13,61167.51,90743.7
1756460312.3751373,1.0643815994262695,102828.39,52622.8,102376.17,106586.97,61367.34,91605.76
1756460312.3796093,1.0688536167144775,103160.45,52950.83,102503.04,106504.36,60766.25,90856.35
1756460312.3840816,1.0733258724212646,103600.06,53421.83,102768.31,106373.2,59931.55,89063.83
1756460312.387487,1.0767312049865723,103386.29,53233.54,102750.34,106407.53,60286.41,89152.88
1756460312.3912508,1.0804951190948486,102924.68,52746.45,102504.65,106551.03,61173.95,90756.84
1756460312.3957777,1.08502197265625,102818.2,52606.97,102371.61,106586.97,61365.19,91604.42
1756460312.399191,1.088435173034668,103154.01,52940.64,102493.92,106504.89,60756.06,90827.38
1756460312.403708,1.0929522514343262,103594.96,53415.39,102760.53,106370.52,59922.97,89036.47
1756460312.4071333,1.0963776111602783,103384.14,53233.27,102743.36,106405.92,60283.72,89140.81
1756460312.4116192,1.1008634567260742,102918.24,52743.23,102492.04,106551.83,61179.31,90754.69
1756460312.416101,1.1053452491760254,102816.32,52611.0,102366.51,106587.24,61375.11,91622.92
