timestamp,recording_time,ch1,ch2,ch3,ch4,ch5,ch6
1756460208.4455159,0.21987652778625488,99764.23,48951.39,97251.81,99005.44,56830.65,86839.47
1756460208.448948,0.22330856323242188,99631.46,48858.59,97248.05,99007.05,56915.94,86244.83
1756460208.4534366,0.227797269821167,99190.78,48448.48,97134.6,99410.18,57897.36,88119.15
1756460208.4568567,0.2312173843383789,99048.89,48293.18,97074.51,99609.47,58341.0,89673.76
1756460208.4613407,0.235701322555542,99325.69,48530.82,97142.64,99415.01,57837.55,89186.94
1756460208.464754,0.23911476135253906,99767.72,48955.15,97261.73,99000.07,56827.97,86844.84
1756460208.4692345,0.24359512329101562,99634.95,48863.15,97258.51,99006.78,56919.97,86262.26
1756460208.4771056,0.2514662742614746,99058.28,48299.35,97072.91,99614.3,58343.95,89675.1
1756460208.4850197,0.2593803405761719,99770.4,48958.1,97271.39,99000.61,56830.65,86851.01
1756460208.4928944,0.2672550678253174,99193.73,48446.6,97150.69,99409.91,57903.26,88171.46
1756460208.4973788,0.27173948287963867,99061.76,48300.95,97090.34,99610.28,58342.34,89711.58
1756460208.500786,0.2751467227935791,99340.44,48540.74,97156.59,99417.42,57836.74,89202.77
1756460208.5052643,0.27962493896484375,99776.3,48962.66,97275.41,99003.83,56830.92,86856.1
1756460208.5131361,0.28749680519104004,99189.7,48443.38,97141.03,99418.23,57909.16,88178.97
1756460208.5210102,0.29537081718444824,99330.52,48533.5,97122.53,99420.37,57830.31,89153.68
1756460208.5254931,0.2998538017272949,99772.28,48962.39,97245.1,99007.05,56825.55,86804.07
1756460208.5289106,0.3032712936401367,99631.73,48865.02,97238.93,99020.19,56934.72,86255.29
1756460208.5333896,0.30775022506713867,99188.36,48450.35,97123.06,99425.74,57916.94,88146.51
1756460208.5368006,0.3111612796783447,99048.35,48291.57,97068.61,99618.86,58349.85,89679.66
1756460208.5412798,0.3156404495239258,99340.44,48546.11,97142.37,99422.52,57833.53,89161.19
1756460208.5491498,0.32351040840148926,99638.71,48865.56,97251.54,99024.21,56942.76,86271.11
1756460208.557014,0.3313746452331543,99063.64,48307.66,97068.08,99622.34,58345.56,89667.59
1756460208.5614939,0.33585453033447266,99347.15,48552.28,97139.16,99422.25,57831.38,89134.91
1756460208.5649054,0.3392660617828369,99789.45,48977.94,97267.1,99005.17,56826.36,86795.48
1756460208.5693872,0.3437478542327881,99640.85,48869.05,97262.81,99021.53,56946.79,86282.11
1756460208.5727997,0.34716033935546875,99198.82,48455.18,97143.72,99428.69,57926.6,88180.85
1756460208.5772796,0.3516402244567871,99064.71,48304.98,97083.63,99618.05,58347.71,89688.78
1756460208.5852778,0.3596384525299072,99787.03,48976.07,97261.73,99003.29,56821.26,86779.39
1756460208.5931466,0.3675072193145752,99191.58,48448.21,97131.38,99432.18,57931.43,88170.12
1756460208.6010096,0.3753702640533447,99347.42,48548.79,97142.37,99414.74,57821.99,89119.62
1756460208.6054857,0.37984633445739746,99785.69,48974.73,97262.54,99001.15,56819.65,86762.22
1756460208.6089036,0.38326430320739746,99629.86,48862.07,97262.54,99021.53,56951.88,86279.43
1756460208.613389,0.38774967193603516,99190.78,48444.45,97149.08,99429.23,57933.57,88202.57
1756460208.6168032,0.39116382598876953,99069.54,48307.39,97093.56,99619.93,58344.49,89703.8
1756460208.6212823,0.3956429958343506,99361.1,48560.32,97165.71,99419.84,57822.53,89145.64
1756460208.6291516,0.40351223945617676,99642.19,48868.78,97285.07,99030.11,56960.47,86320.46
1756460208.6336336,0.40799427032470703,99201.24,48454.91,97159.27,99437.81,57941.89,88233.42
1756460208.637046,0.4114067554473877,99077.86,48319.73,97100.26,99626.9,58350.39,89720.43
1756460208.6415248,0.41588544845581055,99365.12,48568.37,97178.05,99418.5,57819.04,89163.07
1756460208.6449378,0.4192984104156494,99794.54,48980.89,97294.72,99000.61,56815.09,86805.94
1756460208.649417,0.42377758026123047,99635.22,48864.22,97275.68,99028.5,56955.64,86322.88
1756460208.6528318,0.42719244956970215,99192.92,48451.43,97149.08,99438.35,57938.4,88235.03
1756460208.6573114,0.4316720962524414,99068.47,48317.05,97090.07,99623.69,58344.49,89712.39
1756460208.665183,0.4395437240600586,99789.45,48984.65,97286.95,98997.39,56808.65,86785.83
1756460208.6696546,0.4440152645111084,99628.25,48865.83,97275.14,99027.43,56954.83,86330.12
1756460208.6730685,0.44742918014526367,99184.88,48449.01,97152.03,99437.0,57936.79,88254.34
1756460208.677546,0.451906681060791,99059.08,48308.73,97093.02,99621.54,58339.12,89727.14
1756460208.6810446,0.45540523529052734,99355.73,48568.91,97165.71,99414.21,57802.68,89140.0
1756460208.6855564,0.4599170684814453,99795.35,48994.84,97293.92,98997.39,56803.29,86793.34
1756460208.6889763,0.4633369445800781,99629.59,48868.51,97279.44,99028.77,56956.71,86348.36
1756460208.6934533,0.46781396865844727,99183.8,48448.74,97157.39,99439.69,57940.81,88276.06
1756460208.696884,0.47124457359313965,99060.15,48308.46,97100.0,99623.15,58339.12,89745.11
1756460208.7013655,0.4757261276245117,99355.47,48568.64,97160.35,99415.28,57797.85,89134.91
1756460208.70928,0.4836406707763672,99622.34,48867.44,97267.9,99033.33,56958.05,86341.65
1756460208.717164,0.49152469635009766,99060.15,48311.42,97095.7,99625.03,58338.85,89741.62
1756460208.721647,0.49600768089294434,99360.83,48574.54,97166.51,99418.23,57799.73,89134.1
1756460208.7250633,0.4994239807128906,99791.59,48992.7,97279.97,99000.61,56802.22,86765.71
1756460208.729547,0.5039076805114746,99621.27,48863.95,97265.22,99036.82,56968.25,86344.07
1756460208.7329645,0.5073251724243164,99179.51,48446.06,97146.67,99449.07,57953.15,88281.96
1756460208.737446,0.5118067264556885,99061.76,48311.15,97097.58,99625.56,58342.34,89751.01
1756460208.7408574,0.5152180194854736,99361.1,48573.2,97171.61,99411.26,57793.83,89142.95
1756460208.7453382,0.5196988582611084,99791.59,48994.04,97290.7,98996.59,56797.39,86775.9
1756460208.75321,0.5275707244873047,99185.14,48453.04,97156.59,99454.44,57961.47,88305.3
