timestamp,recording_time,ch1,ch2,ch3,ch4,ch5,ch6
1756461530.975129,2.5894134044647217,99894.86,58596.61,107858.87,112472.0,59764.45,122734.67
1756461530.9785914,2.5928759574890137,99562.8,58298.35,107700.09,112404.14,60738.09,125217.86
1756461530.982008,2.596292495727539,99715.69,58390.35,107705.99,112446.52,60554.36,125697.71
1756461530.9864845,2.60076904296875,100172.2,58758.89,107863.16,112553.81,59445.8,123581.71
1756461530.9910529,2.605337381362915,100333.67,58938.33,107982.52,112576.07,58803.95,121390.89
1756461530.9945054,2.6087899208068848,99884.4,58585.89,107849.22,112473.88,59775.45,122740.57
1756461530.9989836,2.6132681369781494,99553.95,58288.16,107688.28,112405.22,60739.7,125206.33
1756461531.0023913,2.616675853729248,99705.49,58383.11,107700.35,112444.38,60542.56,125663.65
1756461531.0068636,2.621148109436035,100170.86,58763.45,107862.09,112557.3,59429.17,123527.27
1756461531.0103147,2.6245992183685303,100321.06,58928.94,107973.94,112579.56,58805.29,121357.63
1756461531.0147908,2.629075288772583,99866.16,58573.01,107833.66,112471.47,59783.49,122730.65
1756461531.0181978,2.6324822902679443,99540.54,58278.77,107674.07,112405.49,60741.85,125187.82
1756461531.0226667,2.636951208114624,99700.4,58381.77,107692.31,112445.72,60539.88,125629.31
1756461531.0261374,2.6404218673706055,100169.52,58768.81,107856.73,112560.52,59423.27,123475.77
1756461531.030612,2.6448965072631836,100312.75,58931.62,107972.06,112575.27,58811.46,121344.75
1756461531.034019,2.648303508758545,99856.23,58576.5,107834.46,112469.86,59795.29,122747.28
1756461531.0384893,2.652773857116699,99533.56,58286.82,107683.46,112402.27,60744.26,125207.94
1756461531.0430017,2.6572861671447754,99696.11,58391.96,107701.96,112445.99,60531.29,125628.24
1756461531.0464158,2.6607003211975098,100161.2,58772.03,107859.14,112562.39,59409.86,123447.6
1756461531.0509872,2.665271759033203,100293.43,58925.45,107966.43,112573.12,58813.61,121338.05
1756461531.054459,2.66874361038208,99824.85,58556.92,107828.83,112457.25,59806.83,122781.08
1756461531.0590181,2.67330265045166,99513.72,58281.99,107681.04,112390.47,60748.28,125243.08
1756461531.0624354,2.676719903945923,99684.04,58393.3,107694.45,112444.38,60525.39,125630.65
