timestamp,recording_time,ch1,ch2,ch3,ch4,ch5,ch6
1756461193.209908,0.00038695335388183594,106247.13,58902.12,108694.65,115865.0,62837.19,121989.02
1756461193.212418,0.002897024154663086,106420.14,59028.18,108719.59,115913.82,62655.07,122619.34
1756461193.2203398,0.010818719863891602,107114.02,59716.71,109248.53,116028.88,60427.22,117331.9
1756461193.228273,0.018751859664916992,106247.4,58902.39,108689.82,115858.83,62844.97,122005.11
1756461193.2406995,0.03117847442626953,107114.56,59717.24,109238.87,116031.56,60432.59,117309.37
1756461193.2486088,0.039087772369384766,106247.67,58901.58,108673.46,115862.85,62852.48,122009.94
1756461193.2565942,0.0470731258392334,106954.97,59521.98,109021.07,116029.42,61236.44,119902.26
1756461193.2644885,0.054967403411865234,106594.75,59255.63,108956.7,115914.08,61648.97,118997.55
1756461193.2724025,0.0628814697265625,106431.67,59049.1,108717.45,115900.94,62625.02,122561.13
1756461193.2803073,0.0707862377166748,107100.61,59708.93,109229.21,116027.0,60443.85,117291.93
1756461193.2881935,0.07867240905761719,106235.87,58895.68,108665.41,115848.1,62862.67,122061.71
1756461193.2926931,0.08317208290100098,106430.86,59045.35,108712.08,115904.16,62614.3,122549.33
1756461193.3005648,0.09104371070861816,107095.25,59704.1,109226.53,116025.66,60450.56,117286.84
1756461193.308477,0.09895586967468262,106232.65,58888.71,108663.8,115855.61,62870.71,122082.09
1756461193.3163514,0.10683035850524902,106966.23,59535.92,109032.61,116024.59,61177.17,119773.78
1756461193.32426,0.11473894119262695,106572.49,59236.86,108945.7,115912.47,61704.76,119102.96
1756461193.328743,0.11922192573547363,106228.63,58886.02,108665.14,115852.12,62880.91,122103.28
1756461193.3366528,0.12713170051574707,106971.6,59541.83,109039.31,116022.98,61158.66,119730.87
1756461193.3445385,0.13501739501953125,106563.9,59229.62,108937.66,115902.82,61715.76,119136.49
1756461193.3525214,0.14300036430358887,106439.45,59051.25,108708.86,115909.26,62580.5,122487.64
1756461193.3605027,0.15098166465759277,107077.81,59693.64,109216.07,116011.18,60462.63,117258.14
1756461193.368389,0.15886783599853516,106225.68,58883.61,108654.68,115844.08,62881.18,122145.39
1756461193.3762944,0.16677331924438477,106982.06,59554.16,109044.14,116017.08,61114.4,119633.77
1756461193.3807724,0.1712512969970703,107075.67,59691.76,109213.66,116009.3,60467.19,117260.82
1756461193.3841984,0.17467737197875977,106548.88,59215.4,108924.78,115894.24,61748.48,119213.2
1756461193.388702,0.17918086051940918,106227.02,58883.07,108641.01,115847.03,62886.27,122154.51
1756461193.396641,0.1871199607849121,106984.2,59556.04,109032.07,116023.52,61092.14,119562.69
1756461193.40454,0.19501900672912598,106545.4,59214.06,108916.2,115895.84,61762.43,119226.88
1756461193.4124303,0.20290923118591309,106452.05,59063.86,108711.55,115904.43,62542.68,122425.95
1756461193.421376,0.2118549346923828,107064.94,59678.89,109201.59,116013.33,60481.94,117237.49
1756461193.4249,0.215378999710083,106536.28,59201.45,108909.49,115896.11,61786.57,119263.36
1756461193.4283211,0.21880006790161133,106222.99,58878.78,108641.81,115844.35,62895.39,122178.11
1756461193.432821,0.22329998016357422,106453.4,59064.39,108713.96,115907.11,62529.54,122399.67
1756461193.43624,0.22671890258789062,106995.47,59567.31,109050.85,116024.05,61055.93,119463.99
1756461193.4407322,0.23121118545532227,107057.97,59673.79,109201.59,116005.55,60484.62,117230.78
1756461193.4486568,0.2391357421875,106223.53,58884.68,108653.34,115841.4,62903.97,122209.5
1756461193.4565978,0.24707674980163574,106998.69,59573.48,109069.09,116018.15,61036.89,119447.89
1756461193.464478,0.2549569606781006,106518.04,59186.16,108901.18,115895.84,61821.7,119327.73
1756461193.4723864,0.2628653049468994,106462.51,59071.9,108721.2,115903.35,62504.86,122358.63
1756461193.4768667,0.267345666885376,107009.15,59578.84,109062.65,116019.23,61019.19,119375.47
1756461193.4802864,0.2707653045654297,107047.24,59665.74,109203.2,115997.23,60501.79,117244.19
1756461193.4847562,0.2752351760864258,106513.21,59180.8,108907.62,115877.87,61839.67,119391.57
1756461193.4926546,0.28313350677490234,106464.66,59075.39,108733.0,115894.5,62489.57,122367.48
1756461193.500536,0.2910149097442627,107044.02,59663.33,109205.07,115993.75,60505.01,117266.72
1756461193.5084107,0.2988896369934082,106224.6,58881.47,108647.17,115836.3,62909.61,122288.35
1756461193.5129268,0.30340576171875,106477.0,59087.19,108740.25,115899.33,62479.38,122369.89
1756461193.5163844,0.30686330795288086,107022.02,59592.52,109079.28,116014.4,60974.93,119324.24
1756461193.5208938,0.3113727569580078,107044.55,59660.11,109191.13,116001.79,60512.25,117265.38
1756461193.5243347,0.31481361389160156,106503.28,59167.93,108881.33,115885.65,61874.27,119464.52
1756461193.5288413,0.3193202018737793,106226.48,58880.39,108627.86,115840.32,62909.88,122282.99
1756461193.5322552,0.32273411750793457,106479.41,59086.65,108718.25,115902.28,62459.53,122309.54
1756461193.5367415,0.32722043991088867,107022.56,59593.86,109068.82,116014.93,60953.47,119243.78
1756461193.5447078,0.3351867198944092,106499.53,59167.66,108887.5,115873.58,61888.22,119505.29
1756461193.552621,0.34309983253479004,106490.14,59097.38,108724.96,115906.57,62447.73,122289.69
1756461193.5605516,0.3510305881500244,107030.34,59655.01,109192.2,115988.11,60529.15,117257.07
1756461193.5685356,0.35901451110839844,106220.31,58880.39,108637.79,115825.3,62912.29,122331.81
1756461193.5764937,0.3669726848602295,107034.36,59606.2,109078.74,116017.35,60917.8,119156.87
1756461193.5810037,0.37148261070251465,107027.92,59651.53,109187.1,115988.92,60536.12,117266.19
